,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url
1,400 607,Basic Materials,1254,"Bayer CropScience Limited engages in the manufacture, sale, and distribution of insecticides, fungicides, herbicides, and various other agrochemical products and corn seeds in India. It also provides pharmaceutical products, such as prescription products primarily for cardiology, oncology, gynecology, diabetes, hematology, and ophthalmology; and diagnostic imaging equipment and other contrast agents, including computed tomography, X-Ray, and magnetic resonance imaging devices. In addition, the company offers consumer health products that are used as a daily health solution to treat minor illness, as well as sells and distributes hybrid seeds. It also exports its products. The company was incorporated in 1958 and is based in Thane, India.",Thane,91 22 2531 1234,India,[],https://www.bayer.in,1,Bayer House,91 22 2545 5063,Agricultural Inputs,Central Avenue Hiranandani Estate Thane (West),0.15812999,0.09578,0.41573003,698000000,-0.012,0.15076,7009999872,,none,17994000000,-735374976,,4678.2,-0.314,2.357,0.094390005,,,1.107,0.1579,,9221000192,315000000,44329000960,205.184,INR,986.368,1.389,,NSI,BAYER CROPSCIENCE,Bayer CropScience Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BAYERCROP.NS,,,finmb_8642178,7514ceea-d0b4-35b2-86c1-5052630d27e3,in_market,,4.542,,28.721,-0.11140233,,,,44942100,,,,633.33,,,,1617148800,0.13567,4246000128,94.478,125,0.22927392,7.3866706,0.72708,1680220800,,1632960000,,,11605811,0.508748,201333309440,2,,,,,1636588800,,-0.314,4.7239056,,,,,,,,,,,4682.55,4667,5319.8223,0.0053389715,0.22690001,,4721,,28884,4682.55,4949.282,25,4667,,28884,,,25,1627344000,,,4650,INR,45.437508,5976,,,,210185453568,,,22521,4650,0,0,5976,6130,,0.79,4512,0,False,0.0047,0,4721,4678.2,https://logo.clearbit.com/bayer.in
1,700017,Basic Materials,3814,"Berger Paints India Limited manufactures and sells paint products for home, professional, and industrial users in India and internationally. It offers interior wall coatings, including designer finishes, interior emulsions, ceiling paints, and interior wall distempers; exterior wall coatings comprising exterior emulsions and texture finishes; exterior textures; self-painting, repair, enamel, glow in the dark, wall stencil, and aerosol spray kits; metal, glass, and wood finishes; and undercoats, such as putty, interior, exterior, and metal primers. The company also provides waterproofing solutions; and construction chemicals, flooring compounds, bitumen and coal tar based products, sealants and adhesives, protective and anti-corrosive coatings, etc. In addition, it offers protective and powder coatings; GI and automotive coatings; and various household cleaning products, such as hand sanitizers, disinfectant floor cleaners, toilet cleaners, etc. The company was formerly known as British Paints (India) Limited and changed its name to Berger Paints India Limited in December 1983. Berger Paints India Limited was incorporated in 1923 and is based in Kolkata, India. Berger Paints India Limited is a subsidiary of U.K. Paints India Private Limited.",Kolkata,91 33 2229 9724,India,[],http://www.bergerpaints.com,1,Berger House,91 33 2227 7288,Specialty Chemicals,"129, Park Street",0.1696,0.10994001,0.42023,,0.932,0.14887999,13034149888,,none,29170500000,,,729.95,8.062,,,,,18.729,,,6432000000,6337600000,76853198848,6.622,INR,79.011,,,NSI,BERGER PAINTS IND,Berger Paints India Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BERGEPAINT.NS,,,finmb_9272718,,in_market,,10.536,,62.125,,,,,971294976,,,,34.806,,,,1617148800,0.11928,8449200128,7.41,,,20.97196,0.76435,1680220800,,1625011200,,,225175328,0.297047,809744859136,2,,1468540800,7:5,,,,8.117,8.680409,,,,,,,,,,,743.55,744,785.96124,0.0037657185,0.32259998,,751,,1175607,743.55,783.009,2.8,744,,1175607,,,3.1,1629244800,,,728,INR,84.066574,642719,,,,708996759552,,,886199,728,0,0,642719,872.95,,0.5,662.55,0,False,0.0042,0,751,729.95,https://logo.clearbit.com/bergerpaints.com
1,500032,Industrials,2776,"Bharat Dynamics Limited engages in the manufacture and sale of guided missiles and allied defense products in India. It provides surface to air missiles, anti-tank guided missiles, underwater weapons, launchers, counter measures dispensing systems, test equipment, torpedoes, and mechanized infantry weapons, as well as anti-submarine warfare suite. The company offers its products to Indian Armed forces and government of India. It also exports its products. Bharat Dynamics Limited was incorporated in 1970 and is headquartered in Hyderabad, India.",Hyderabad,91 40 2345 6145,India,[],http://bdl-india.in,1,"Plot No. 38-39, TSFC Building",91 40 2345 6107,Aerospace & Defense,Near ICICI Towers Financial District Gachibowli,0.19399999,0.14893,0.52256,6791128064,0.82,0.15057999,4322847232,,none,10472246000,-13127511040,,414.85,0.65,2.1,0.03633,,,0.265,0.12759,,12596286464,71342000,22282821632,68.726,INR,121.64,0.791,,NSI,BHARAT DYNAMICS LT,Bharat Dynamics Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BDL.NS,,,finmb_23006716,4ee35892-4d73-319d-bd26-5da3c597b19d,in_market,,2.828,,14.575,,,24.3,,183280992,,,,146.526,,,,1617148800,0.17712,3318614016,14.06,,,2.8312383,0.74926,1680220800,,1632960000,,,45063804,1.071961,63005999104,2,,,,,,,0.648,3.4146693,,,,17.072018,,,,,,,422.95,427,376.222,0.01737794,0.4059,,439,,337410,422.95,406.504,7.35,427,,337410,,,7.35,1631836800,,,410.5,INR,29.50569,490084,,,,76088467456,,,355465,410.5,0,0,490084,455,,,297.1,0,False,0.0178,0,439,414.85,https://logo.clearbit.com/bdl-india.in
1,560045,Industrials,9172,"Bharat Electronics Limited, together with its subsidiaries, designs, manufactures, supplies, and exports electronic equipment and systems for the defense and civilian markets in India and internationally. Its defense products include defense communication products, land-based radars, naval systems, electronic warfare systems, avionics, electro optics, tank and armored fighting vehicle electronic systems, weapon systems, C4I systems, shelters and masts, simulators, and batteries; microwave tubes and power modules, microwave super components, digital multichannel data recorders, and hybrid micro circuits; and micro electro mechanical systems. The company's non-defense products comprise e-governance systems, homeland security products, civil radars, and telecom and broadcast systems; integrated traffic management systems, and solar power solutions; and PD and strategic products, silicon radiation detectors, passive vacuum devices, EMI filters, multichannel voice logging recorder systems, and digital multichannel data recorders. In addition, it offers electronic manufacturing services, such as PCB assembly and testing, precision machining and fabrication, optoelectronic components and assemblies, microwave integrated circuit assemblies, super components modules, cable assemblies and wiring harnesses, and antennae manufacturing services, as well as designs and manufactures transformers, coils, chokes, and sub-assemblies; and software services. The company also exports its products. Bharat Electronics Limited was incorporated in 1954 and is based in Bengaluru, India.",Bengaluru,91 80 2503 9300,India,[],http://www.bel-india.in,1,Outer Ring Road,91 80 2503 9233,Aerospace & Defense,Nagavara,0.23687,0.15757,0.42687,59219300352,0.151,0.21056,34498699264,115,buy,62125700000,7827112448,150,206.65,0.561,1.39,0.06814,21,153.85,,0.21235001,190,,0,145645797376,,INR,59.716,,1.8,NSI,BHARAT ELECTRONICS,Bharat Electronics Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BEL.NS,,,finmb_8910862,,in_market,,3.449,,14.559,,,8.09,,2436590080,,,,44.398,,,,1617148800,0.34015,22949500928,8.62,,,4.654489,0.51136,1680220800,,1632960000,,,1191913632,0.387836,502281273344,2,,1506556800,11:10,,,,0.565,3.4571633,,2.27,,25.54388,,,,,,,205.9,205.85,171.73575,0.012627489,0.42490003,,209.8,,5517941,205.9,207.472,2.6,205.85,,5517941,,,5.4,1631577600,,,205.6,INR,21.96068,4160476,,,,503521312768,,,6647013,205.6,0,0,4160476,228,,2.1,106.35,0,False,0.026099999,0,209.8,206.65,https://logo.clearbit.com/bel-india.in
1,411036,Consumer Cyclical,4394,"Bharat Forge Limited manufactures and sells forged and machined components in India and internationally. It operates in two segments, Forgings and Others. The company offers automotive components, including crankshafts, connecting rods, emission/after treatment, fuel injection systems, chassis, and transmission and driveline components; and power generation components for thermal, hydro, and wind energy. It also provides oil and gas forging products, such as subsea, surface, and drilling components; rail products comprising engine and bogie components, turbochargers, and power electronics; and marine products that include crankshafts, connecting rods, and propeller shafts. In addition, the company offers various components for the aviation sector, such as fan blades, compressors, turbines, aero structures, and landing gear components; construction and mining products, including track links, front spindles, machined crankshafts, and injector bodies; and electric power-train products, such as full powertrain solutions, systems and sub systems, and parts for powertrain. Further, it designs engineering and product development solutions. The company was incorporated in 1961 and is headquartered in Pune, India.",Pune,91 20 6704 2777,India,[],http://www.bharatforge.com,1,Pune Cantonment,91 20 2682 2387,Auto Parts,Mundhwa,0.12151,-0.01994,0.58427,10200200192,0.196,0.03265,7699449856,,none,37021050000,-391428736,,703.75,,1.376,0.01045,,,96.773,-0.023729999,,25428400128,52710678528,63362609152,54.616,INR,136.091,0.896,,NSI,BHARAT FORGE,Bharat Forge Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BHARATFORG.NS,,,finmb_878487,c324a5ef-fcef-39b6-ab6b-d21c329bf494,in_market,,6.187,,50.915,,,,,465588992,,,,116.295,,,,1617148800,0.30045998,-1263810048,-2.71,,,6.051421,0.44862998,1680220800,,1617148800,,,255128603,1.299734,392015446016,2,,1506556800,2:1,,,,,5.1711607,,,,,,,,,,,705.85,705,718.10126,0.0028334633,0,,719,,2214162,705.85,765.333,2,705,,2214162,,,2,1626307200,,,700.5,INR,,2088175,,,,327658242048,,,2248498,700.5,0,0,2088175,847.95,,,492.1,0,False,0.0027,0,719,703.75,https://logo.clearbit.com/bharatforge.com
1,110049,Industrials,32131,"Bharat Heavy Electricals Limited operates as an engineering and manufacturing company worldwide. The company operates through two segments: Power and Industry. It offers thermal power plants, nuclear power plants, gas-based power plants, hydro power plants, solar power systems, DG power plants, desalination and water treatment plants, systems and services, industrial systems, boilers, boiler auxiliaries, soot blowers, valves, piping systems, seamless steel tubes, steam turbines, turbo generators, industrial sets, castings and forgings, condenser and heat exchangers, pumps, compressors, solar photovoltaics, and automation and control systems. The company also provides transmission systems control, software system solutions, medium voltage vacuum switchgears, on load tap changers, LT switchgear and bus ducts, transformers and reactors, capacitors, bushings, control gears, insulators, electrical machines, rail transportation systems, defense and aerospace products, transportation equipment, energy storage systems and e-mobility, oil field equipment, and fabricated equipment and mechanical packages. It serves customers in power-thermal, transmission, transportation, renewables, water, oil and gas, defense and aerospace, hydro, gas, nuclear and solar PV, energy storage, electric mobility, petrochemicals, and other industries. Bharat Heavy Electricals Limited was incorporated in 1964 and is based in New Delhi, India.",New Delhi,91 11 6633 7000,India,[],http://www.bhel.com,1,BHEL House,91 11 6633 7428,Specialty Industrial Machinery,Siri Fort,-0.1393,-0.12359,0.32996,,0.457,-0.16596001,-25378525184,49,hold,53144200000,,90,60.45,,,,37,91.73,19.062,,141,69341003776,49508900864,182191095808,19.99,INR,52.422,,3.5,NSI,BHARAT HEAVY ELECT,Bharat Heavy Electricals Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BHEL.NS,,,finmb_880166,,in_market,,1.21,,-8.686,,,4.32,,3482060032,,,,74.575,,,,1617148800,0.15781,-22517600256,-7.75,,,0.8105934,0.63171,1680220800,,1625011200,,,1277156484,1.174085,220441722880,2,,1506556800,3:2,,,,,1.072885,,0.73,,13.993055,,,,,,,60.55,60.55,60.726,0.033030555,0,,61.85,,32952656,60.55,66.49,2,60.55,,32952656,,,,1568246400,,,60.25,INR,,24405884,,,,210664620032,,,52965000,60.25,0,0,24405884,80.35,,,30.6,60.45,False,,0,61.85,60.45,https://logo.clearbit.com/bhel.com
1,400001,Energy,9251,"Bharat Petroleum Corporation Limited refines crude oil and markets petroleum products in India. The company operates through two segments, Downstream Petroleum; and Exploration and Production of Hydrocarbons. It operates fuel stations that sell petrol, diesel, automotive liquefied petroleum gas (LPG), and compressed natural gas. The company has a network of 15,402 fuel stations with 13,648 fully automated fuel stations. It also provides Bharatgas fuels to approximately 42 million homes; MAK lubricants, such as automotive engine oils, gear oils, greases, and specialties; and jet fuel and services to airlines, as well as operates oil refineries in Mumbai, Bina, Numaligarh, and Kochi. In addition, the company offers industrial fuels products, such as gases, naphtha, diesel, kerosene, white oil, black oil, furnace oil, bitumen, sulphur, and solvents and special products, as well as industrial lubricants. Further, it has participating interests in twenty blocks, including ten blocks in India and ten blocks in other countries; imports and exports of other petroleum products; and owns a network of 2,241 km of multi-product pipelines, as well as engages in the natural gas business. The company was formerly known as Bharat Refineries Limited and changed its name to Bharat Petroleum Corporation Limited in August 1977. Bharat Petroleum Corporation Limited was incorporated in 1952 and is based in Mumbai, India.",Mumbai,91 22 2271 3000,India,[],https://www.bharatpetroleum.com,1,Bharat Bhavan,91 22 2271 3874,Oil & Gas Refining & Marketing,4 & 6 Currimbhoy Road Ballard Estate PB No. 688,0.06979,0.06183,0.14474,197515902976,0.547,0.055120002,202482892800,440,buy,427638700000,146907971584,540,385.9,0.306,0.768,0.05898,34,543.41,120.228,0.40884,659,170510598144,582810796032,2901400092672,80.064,INR,1412.94,0.288,1.6,NSI,BHARAT PETROL CORP,Bharat Petroleum Corporation Limited,Asia/Kolkata,IST,True,19800000,,EQUITY,BPCL.NS,,,finmb_4481079,adc71f97-2ba0-39c8-9b92-55b6fe940ee4,in_market,,0.425,,6.095,-0.02303797,,46.02,,2169250048,,,,227.619,,,,1617148800,0.2473,179402096640,87.09,5,0.22927392,1.6953769,0.54668,1680220800,,1632960000,,,950729060,1.071332,1234141446144,2,,1499904000,3:2,,1636588800,,0.414,0.31827432,,0.14,,6.110847,,,,,,,378.85,382.5,445.1725,0.042233072,0.2477,,388.4,,6421805,378.85,424.05,16,382.5,,6421805,,,44,1631750400,,,381.3,INR,18.920376,8654028,,,,837410750464,,,6051048,381.3,0,0,8654028,503,,4.45,357,0,False,0.1009,0,388.4,385.9,https://logo.clearbit.com/bharatpetroleum.com
1,110008,Basic Materials,604,"Bharat Rasayan Limited manufactures and sells technical grade pesticides, intermediates, and bulk formulations in India. It offers insecticides, herbicides, fungicides, and intermediates. The company also exports its products. Bharat Rasayan Limited was incorporated in 1989 and is headquartered in New Delhi, India.",New Delhi,91 11 4366 1111,India,[],https://www.bharatgroup.co.in,1,"1501, Vikram Tower",91 11 4366 1100,Agricultural Inputs,Rajendra Place,0.2166,0.14599,0.39685002,453996992,-0.155,0.19195,2193735936,,none,4080151000,2671190272,,9925.25,-0.233,2.793,0.14161,,,18.654,0.22657,,3131735040,1231313024,10127799296,753.691,INR,2410.111,1.44,,NSI,BHARAT RASAYAN LTD,Bharat Rasayan Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BHARATRAS.NS,,,finmb_20333702,5e32bc2d-0b78-3bb2-8bd4-e734b20fb277,in_market,,3.884,,17.933,-0.0028331876,,334.4,,4248740,,,,1588.532,,,,1617148800,0.02021,1478539008,351.848,1.5,0.22927392,6.2480645,0,1680220800,,1632960000,,,777521,0.799734,39340978176,2,,,,,1630886400,,-0.25,3.861704,,,,29.680773,,,,,,,9879.95,9880,11728.295,0.00015182263,0.0039,,9985.95,,2766,9879.95,11043.788,1.5,9880,,2766,,,1.5,1600214400,,,9850,INR,27.507559,1031,,,,42169806848,,,3357,9850,0,0,1031,15131.7,,0.03,8700,0,False,0.0001,0,9985.95,9925.25,https://logo.clearbit.com/bharatgroup.co.in
1,110070,Communication Services,18363,"Bharti Airtel Limited operates as a telecommunications company in Asia and Africa. It operates through Mobile Services India, Mobile Services Africa, Mobile Services South Asia, Airtel Business, Tower Infrastructure Services, Homes Services, Digital TV Services, and Others segments. The company's product offerings include 2G, 3G, and 4G wireless services, as well as mobile commerce, fixed line services, high speed home broadband, DTH, and enterprise services, including national and international long distance services to carriers. It also provides voice, data, video, network integration, data center, and managed services, as well as enterprise mobility applications; on-demand entertainment and streaming services, such as music and video; digital payments and financial services; and cloud and data center, cybersecurity, IoT, Ad Tech, and cloud based communication products. In addition, the company operates a submarine cable system; and provides telecom towers and related infrastructure for various mobile operators. As of August 5, 2021, it had approximately 474 million customers across its operations. Bharti Airtel Limited has collaboration with Qualcomm Technologies, Inc. for accelerating 5G; partnership with Google Cloud and Cisco to launch Airtel Office Internet, a unified enterprise grade solution; and a strategic partnership with Tata Consultancy Services Limited for implementing 5G network solutions for India. The company was formerly known as Bharti Tele-Ventures Limited and changed its name to Bharti Airtel Limited in April 2006. Bharti Airtel Limited was incorporated in 1995 and is headquartered in New Delhi, India.",New Delhi,91 11 4666 6100,India,[],http://www.airtel.in,1,Bharti Crescent,91 11 4166 6137,Telecom Services,"1, Nelson Mandela Road Vasant Kunj Phase - II",0.47627997,0.028080001,0.57701,492161007616,0.13,0.19158001,513889009664,,none,557016000000,-153925500928,,718.35,,0.542,0.03659,,,215.894,-0.04777,,190413996032,1803832000512,1078967992320,34.691,INR,197.168,0.225,,NSI,BHARTI AIRTEL LTD,Bharti Airtel Limited,Asia/Kolkata,IST,True,19800000,,EQUITY,BHARTIARTL.NS,,,finmb_135466,d4522c25-c825-33ff-94a5-95b451fbad1c,in_market,,5.386,,11.309,,,,,5488659968,,,,109.817,,,,1617148800,0.31954,-67797999616,-38.748,,,6.5413365,0.59881,1680220800,,1632960000,,,2221232276,0.542089,5811390119936,2,,1248393600,2:1,,,,,3.6542127,,,,,,,,,,,732.55,730,601.3898,0.0027301891,0,,734.65,,15958338,732.55,709.597,2,730,,15958338,,,,1596672000,,,716.3,INR,,11022012,,,,3942778667008,,,15271068,716.3,0,0,11022012,781.8,,,480.15,0,False,,0,734.65,718.35,https://logo.clearbit.com/airtel.in
1,560100,Healthcare,13500,"Biocon Limited, a biopharmaceutical company, manufactures pharmaceuticals, and medicinal chemical and botanical products. The company operates through Generics, Novel Biologics, Biosimilars, and Research Services segments. It focuses in the areas of diabetes, oncology, immunology, dermatology, ophthalmology, neurology, rheumatology, and inflammatory diseases. It is also involved in the integrated discovery, development, and manufacturing services for small and large molecules, antibody-drug conjugates, and oligonucleotides. The company serves customers in approximately 120 countries. Biocon Limited was founded in 1978 and is headquartered in Bengaluru, India.",Bengaluru,91 80 2808 2808,India,[],http://www.biocon.com,1,"20th KM, Hosur Road",91 80 2852 3423,Biotechnology,Electronics City,0.22850999,0.09418,0.62771,,0.053,0.12571,16389749760,,none,44848000000,,,366.85,-0.432,,,,,52.783,,,32238000128,44906000384,71725998080,27.117,INR,60.381,,,NSI,BIOCON LTD,Biocon Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BIOCON.NS,,,finmb_8835628,e83b0d2b-8d51-3b2b-8975-7e9f6ff2b1d3,in_market,,6.764,,29.599,,,18.11,,1200600064,,,,64.16,,,,1617148800,0.14239,6851999744,6.19,,,5.7177367,0.65372,1680220800,,1625011200,,,431842943,0.653953,485119164416,2,,1560297600,2:1,,,,-0.435,6.1405926,,,,20.256763,,,,,,,367.5,370.95,379.4465,0.0013605442,0,,370.95,,2904485,367.5,354.273,0.5,370.95,,2904485,,,,1563408000,,,365.35,INR,59.264942,2608847,,,,440440127488,,,2826774,365.35,0,0,2608847,487.75,,,314.8,0,False,,0,370.95,366.85,https://logo.clearbit.com/biocon.com
1,700071,Basic Materials,,"Birla Corporation Limited manufactures and sells cement in India. The company operates through three segments: Cement, Jute, and Others. It offers ordinary Portland, Portland Pozzolana, and Portland slag cement under the MP Birla Cement Perfect Plus, MP Birla Cement Samrat Advanced, MP Birla Cement Ultimate Ultra, MP Birla Cement Unique, MP Birla Cement Samrat, MP Birla Cement Ultimate, MP Birla Cement Chetak, MP Birla Cement PSC, MP Birla Cement MULTICEM, and MP Birla Cement CONCRECEM brand names that are used in bridges, dams, railway sleepers, reservoirs, industrial buildings, marine structures, cooling towers, metro lines, and airport runways. The company also manufactures various jute products, such as jute yarn, floor and wall coverings, lino hessian products, decorative fabrics, nursery cloths, scrims, jute carpets, non-woven jute felts, hydrocarbon-free bags/cloths, D.W. canvas products, carpet backing cloths, hessian cloths/bags, and sacking bags/cloths, which are used in mats, yarns, ropes, bags, carpets, and panama. In addition, it offers iron and steel castings. The company also exports its products. The company was formerly known as Birla Jute Manufacturing Company Limited and changed its name to Birla Corporation Limited in 1998. Birla Corporation Limited was incorporated in 1919 and is based in Kolkata, India.",Kolkata,91 33 6603 3300,India,[],http://www.birlacorporation.com,1,"1, Shakespeare Sarani",91 33 2288 4426,Building Materials,2nd Floor A.C. Market,0.19738,0.09653,0.68396,,0.431,0.14585,14433524736,,none,45867300000,,,1348.05,1.152,,,,,66.256,,,11655199744,36348198912,73125896192,151.383,INR,949.683,,,NSI,BIRLA CORP,Birla Corporation Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BIRLACORPN.NS,,,finmb_878371,4419fd72-dd16-3238-ab13-cc6033d4b596,in_market,,1.729,,8.76,,,,,77005296,,,,712.455,,,,1617148800,0.1384,7058800128,81.83,,,1.8921195,0.64896005,1680220800,,1625011200,,,28968744,0.599911,126441242624,2,,,,,,,1.152,1.4195654,,,,,,,,,,,1335.45,1335.45,1222.4788,0.007488113,0.08180001,,1360,,114567,1335.45,1419.429,10,1335.45,,114567,,,7.5,1597622400,,,1334.05,INR,16.473787,51621,,,,103806992384,,,143093,1334.05,0,0,51621,1650,,0.98,662,0,False,0.0056,0,1360,1348.05,https://logo.clearbit.com/birlacorporation.com
1,411057,Technology,11051,"Birlasoft Limited provides enterprise digital IT services in the Americas, Europe, and internationally. It offers digital transformation services, including data analytics, connected products, intelligent automation, cloud, and blockchain services; and enterprise technologies and services in the areas of Oracle and JD Edwards, SAP, Infor, Microsoft, customer relationship management, manufacturing execution systems, product lifecycle management, supply chain management, IT transformation, applications management, testing, and infrastructure and cloud technology. The company also offers solutions, such as intelliOpen, an intelligent system for contactless screening of people, social distancing monitoring, and contact tracing; intelliAsset, a platform for asset visualization, analytics, and actions; TruView CLM, a cloud based contract lifecycle management solution; TruServ FSM, a cloud based touchless automation solution for field services; TruLens, a tool that provides insights into the existing Salesforce implementation; iLink, a solution for the integration of PLM applications and ERP systems; Supplier Risk Radar, an AI-powered preventive risk mitigation solution in the areas of supply chains; Akoya, an engineering analytics solution; Producer Workspace, an insurance brokerage solution; Submission Automation, an insurance broker submission solution; and ZeROTechDebt, a solution that provides structured framework for capturing and analyzing IT asset information. It serves automotive, banking, high tech, manufacturing, insurance, media and entertainment, energy and resources, life sciences and healthcare, and utility industries, as well as capital markets. The company has a strategic cloud alliance partnership with Microsoft Corporation. Birlasoft Limited was incorporated in 1990 and is based in Pune, India.",Pune,91 20 6652 5000,India,[],http://www.birlasoft.com,1,"35 & 36, Rajiv Gandhi Infotech Park",91 20 6652 5001,Information Technology Services,Phase - I MIDC Hinjawadi,0.15464,0.10457,0.39566,,0.034,0.14372,5591660032,,none,13919180000,,,482.95,0.97,,,,,5.877,,,10974879744,1281100032,36159959040,39.706,INR,128.868,,,NSI,BIRLASOFT (INDIA),Birlasoft Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BSOFT.NS,,,finmb_6789549,bcf6e3b9-612d-365f-8c59-6477c101faf5,in_market,,2.768,,17.9,,,,,277583008,,,,78.409,,,,1617148800,0.2987,3781270016,11.539,,,6.15937,0.5004,1680220800,,1625011200,,,140318008,,100092911616,2,,1331596800,2:1,,,,1.017,3.710746,,,,,,,,,,,488.8,490.5,361.25174,0.007160393,0.1511,,498.75,,5972681,488.8,433.63,3.5,490.5,,5972681,,,3.5,1626307200,,,481.25,INR,41.853718,2561547,,,,134180421632,,,3087672,481.25,0,0,2561547,513.95,,1.71,188.5,0,False,0.0087,0,498.75,482.95,https://logo.clearbit.com/birlasoft.com
1,400099,Industrials,12095,"Blue Dart Express Limited provides courier and express services. It provides day-definite and time-definite delivery schedules across air and ground network under the Domestic Priority, Dart Apex, Dart Surfaceline, and Dart Plus name; door-to-door ground distribution service to approximately 35,000 locations for shipments weighing 10 kgs and above under the Dart Surfaceline name; and industry-specific services. The company also offers air freight services between the airports of Kolkata, Delhi, Mumbai, Bangalore, Chennai, Hyderabad, and Ahmedabad; air and ground express packaging services under the Smart Box name; wood-free palletized packaging; shipment for freight of above 100kgs, 75kgs,and 50kgs; door-to-door express deliveries for documents and packages; international services; and temperature controlled logistics solutions, as well as operates domestic express airline charter. Its infrastructure includes a fleet of 6 Boeing 757-200 freighters with a capacity of 500 tonnes per night; and a flotilla of approximately 11,122 vehicles and 2,113 facilities. The company was founded in 1983 and is headquartered in Mumbai, India. Blue Dart Express Limited is a subsidiary of DHL Express (Singapore) Pte. Ltd.",Mumbai,91 22 2839 6444,India,[],https://www.bluedart.com,1,Blue Dart Centre,91 22 2824 4131,Integrated Freight & Logistics,Sahar Airport Road Andheri (East),0.17557,0.07685,0.3034,8849200128,0.297,0.13136,7016999936,,none,9414100000,1782212480,,6583.05,1.139,0.883,0.12059,,,184.73,0.56589,,3552699904,12528199680,39966400512,149.72,INR,1684.231,0.817,,NSI,BLUE DART EXPRESS,Blue Dart Express Limited,Asia/Kolkata,IST,False,19800000,,EQUITY,BLUEDART.NS,,,finmb_882716,43bd0753-d1fb-32e2-bbd9-4bbee5be4134,in_market,,4.133,,23.541,0.665267,,,,23727900,,,,285.806,,,,1617148800,0.09915,3071399936,129.432,15,0.22927392,23.033281,0.7647,1680220800,,1632960000,,,5412356,0.545977,165184929792,2,,997401600,2:1,,1626912000,,1.139,4.1774445,,,,,,,,,,,6709.55,6740,5892.9854,0.0022356194,0,,6752.15,,14551,6709.55,6636.27,15,6740,,14551,,,15,1626912000,,,6568.05,INR,153.41528,10961,,,,156219719680,,,28872,6568.05,0,0,10961,7275,,,3709,0,False,0.0027,0,6752.15,6583.05,https://logo.clearbit.com/bluedart.com
